"","contrast","estimate","SE","df","t.ratio","p.value"
"1","Omnivore - Predator",8.60356840828014,5.5140221868839,47.615331465594,1.56030717989226,0.272662100721893
"2","Omnivore - Specialist",17.4158755279483,10.5812839850366,43.5275282743493,1.64591325141417,0.237643115817935
"3","Predator - Specialist",8.81230711966816,11.1810999304733,43.7450969038313,0.788143132112687,0.712223625469787
