"","status","response","SE","df","lower.CL","upper.CL"
"1","Native",174.409207769694,111.818158177015,52.7378803903563,48.1981461469053,631.11497405187
"2","Nonnative",285.739750985486,197.504302673649,61.3898978899379,71.7445733746783,1138.02621512367
