"","contrast","estimate","SE","df","t.ratio","p.value"
"1","Omnivore - Predator",1.33781694846521,0.716065817658387,47.0996600642914,1.86828768455952,0.159179127296569
"2","Omnivore - Specialist",1.06123168750301,1.31682384806381,45.0599130466563,0.80590254274586,0.701336351332057
"3","Predator - Specialist",-0.276585260962196,1.4000296034826,45.1643210118368,-0.197556723282269,0.978724061782706
