"","status","response","SE","df","lower.CL","upper.CL"
"1","Native",0.302723419234579,0.0234317885426455,46.2676852467271,0.255565037937413,0.349881800531744
"2","Nonnative",0.315192455591215,0.0245836477343616,52.0110248284292,0.265862006304468,0.364522904877963
