"","status","response","SE","df","lower.CL","upper.CL"
"1","Native",0.668748353431291,0.0343049690479439,80.6859710175903,0.603856341717933,0.740613833655762
"2","Nonnative",0.658256681984831,0.0349913025743188,86.733268764011,0.592253060835157,0.731616074329215
