"","status","response","SE","df","lower.CL","upper.CL"
"1","Native",1.62629438959996,0.242803650966307,114.437384988669,1.20992282977508,2.18595217526061
"2","Nonnative",1.48036015429295,0.224831683178725,117.477560312821,1.09583326517882,1.99981717662188
