"","status","response","SE","df","lower.CL","upper.CL"
"1","Native",0.758945470031892,0.0299877339551166,74.1858191014068,0.701487507932172,0.821109741754123
"2","Nonnative",0.748918154952458,0.0307602229486212,80.4002554147725,0.690142654663455,0.812699228235506
