"","diet","response","SE","df","lower.CL","upper.CL"
"1","Omnivore",25.9680725217361,6.82987158055712,41.5579024803885,12.1804882973236,39.7556567461485
"2","Predator",14.4321889684194,6.60702593633809,46.2084868666803,1.13455460482834,27.7298233320106
"3","Specialist",5.97542864316867,13.7905731666496,46.8864837432671,-21.7693992750003,33.7202565613377
