"","contrast","estimate","SE","df","t.ratio","p.value"
"1","Omnivore - Predator",11.5358835533166,6.78979333851552,89.9944723071003,1.69900363356843,0.211177575320926
"2","Omnivore - Specialist",19.9926438785674,12.9994408300666,50.2755920945958,1.53796183542958,0.282117302613168
"3","Predator - Specialist",8.45676032525077,13.7407850856731,53.3700899892667,0.615449573843366,0.812330042835541
