"","status","response","SE","df","lower.CL","upper.CL"
"1","Native",196.161743996454,110.356742999649,31.1108956484949,62.2846555032251,617.799512525807
"2","Nonnative",356.424925983244,218.657743148518,37.2861333051186,102.866016586591,1234.992197401
