"","status","response","SE","df","lower.CL","upper.CL"
"1","Native",0.156098229507962,0.0156078707313117,135.910144761748,0.125232533366985,0.186963925648939
"2","Nonnative",0.169081535454731,0.0158876991279818,135.90650939527,0.137662450819118,0.200500620090345
