"","contrast","estimate","SE","df","t.ratio","p.value"
"1","Omnivore - Predator",-0.373386784820329,0.263113301119893,124.921127572845,-1.41911025870253,0.334192736492803
"2","Omnivore - Specialist",0.732537106123307,0.542983699254113,76.7203348145537,1.34909594363437,0.372738514294849
"3","Predator - Specialist",1.10592389094364,0.568568665613918,80.8560679411005,1.9451017226732,0.132767370023331
